id,type,x_pos,y_pos,z_pos,s_max,measurements,t_start,t_end,t_corr
8d40cc44,GROUND_POINT,4894.218890846288,3164.571560452979,2590.89385128631,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d40fab6,GROUND_POINT,5360.437048786592,2942.1045155763663,-1813.9344880118863,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d41296e,GROUND_POINT,2466.5311418031138,2887.5685932047995,5124.333557393623,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4156aa,GROUND_POINT,5523.738991482995,3046.6241263178176,-941.8129582280613,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d418396,GROUND_POINT,-660.1806065812407,-3881.037609803972,5018.200005914351,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d41b064,GROUND_POINT,3544.836712026833,3591.28373183685,3900.9532814285894,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d41dec2,GROUND_POINT,-285.03235230110766,1601.8492897460944,6167.127213902704,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d420b86,GROUND_POINT,808.5760258594048,-2404.4452691457163,5851.962954382561,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d42385e,GROUND_POINT,-723.1041925221148,3465.7121585769587,5305.335260096809,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4265ae,GROUND_POINT,-601.3874084163036,-3916.9255135786743,4997.664491285151,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4292ae,GROUND_POINT,122.68746765659947,-4156.697815105328,4836.05559527145,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d42c47c,GROUND_POINT,2690.787698949931,1478.1265722988294,5590.655243960366,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d42f2bc,GROUND_POINT,-902.7665550100753,5018.412375992007,3831.6018103429283,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4320ac,GROUND_POINT,478.3349041908774,4101.260393861647,4861.222229290923,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4350c2,GROUND_POINT,-3063.8717162553503,3303.7928387437673,4514.22924167278,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d437f70,GROUND_POINT,2630.174015858927,2107.3204105932896,5414.979962546043,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d43aefa,GROUND_POINT,3277.8176032855904,-4291.577384423207,-3393.950202120835,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d43dc18,GROUND_POINT,2554.4976095174534,4002.3676229056564,4258.663879136723,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4411f6,GROUND_POINT,2630.791861346594,3624.2246161481426,4541.426293066537,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d443ece,GROUND_POINT,2869.2733010536126,-5630.759849797756,861.6477813724904,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d446de0,GROUND_POINT,-192.75136345515094,4071.550730397853,4905.705272747294,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d449a54,GROUND_POINT,-527.0624668467873,-2789.5682143175945,5711.491661123914,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d44cb50,GROUND_POINT,3646.4015161375887,3394.1326504988942,3982.9941244376128,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4508f4,GROUND_POINT,1269.1043438792206,-3445.6511992852825,5215.120769319583,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d453e00,GROUND_POINT,-4043.18894239661,3658.3784911842754,-3309.0047828160873,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d456e20,GROUND_POINT,2908.914835722564,1529.23176754171,5466.286430569853,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d459b52,GROUND_POINT,-324.55826951299105,-4107.041814579686,4869.0340032045815,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d45c960,GROUND_POINT,-3909.517646909839,3764.6778504776466,-3350.1485208869844,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d45fa98,GROUND_POINT,4963.397341924713,3795.7658574591355,1279.637074681688,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d462bbc,GROUND_POINT,831.8868848750335,-2520.576046190054,5799.593370877264,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4659d4,GROUND_POINT,2138.172092348657,3849.7680810714432,4613.905990247586,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4688b4,GROUND_POINT,5356.217374387922,2606.8589829302887,-2279.4394799595575,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d46bf0a,GROUND_POINT,639.8946333568873,4371.850326305561,4599.791543533327,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d46ee26,GROUND_POINT,1888.0434881189642,-3288.426457199852,5128.563725248746,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d47213e,GROUND_POINT,5386.140860180846,3411.4309838482764,179.57710908691936,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d47537a,GROUND_POINT,-716.2424306388978,3999.9215858364773,4916.12110805761,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d47893a,GROUND_POINT,818.7321547956417,-3678.3130987807463,5145.902551294512,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d47b6f8,GROUND_POINT,1822.6455511483605,4465.581738960918,4173.3877831943155,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d47e650,GROUND_POINT,-2969.3278201307353,-1329.2062893815232,5486.06649597359,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d48145e,GROUND_POINT,4761.341884619496,-4113.3787273239095,-1044.2037946420671,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4840fa,GROUND_POINT,2985.5723224112626,2952.536872868994,4800.990166973737,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d486e04,GROUND_POINT,5370.650748322337,2577.094837991443,-2279.323451579496,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d489ab4,GROUND_POINT,-4182.2645624791385,3543.4209319646166,-3260.8977122448773,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d48c782,GROUND_POINT,-617.3455133490522,-3774.0543475300237,5104.5098648562935,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d48f2de,GROUND_POINT,-1548.0746356668833,6030.607564081665,1384.145943108448,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d492060,GROUND_POINT,915.1829584388892,-3660.6480566836904,5142.24840114309,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d494dd8,GROUND_POINT,5578.950082822368,3078.8374790151556,-276.94478252094285,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d497cd6,GROUND_POINT,-2446.616749910918,4967.571084370408,3165.1108451616715,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d49b58e,GROUND_POINT,4120.5546538434155,-4849.729988828746,-426.3461522310146,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d49e48c,GROUND_POINT,-2775.1591803125843,4703.071407449161,3295.4868413845365,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4a1312,GROUND_POINT,6053.019105277814,1987.5304472494554,-302.16732744601734,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4a421a,GROUND_POINT,-486.6518092197806,-3405.35416040655,5370.973442511386,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4a7014,GROUND_POINT,3237.531966526606,-5491.229894590414,-213.08137378151363,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4a9dd2,GROUND_POINT,-729.3680464732022,-3221.3693153788217,5456.319698120459,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4accbc,GROUND_POINT,3189.9201237317257,2883.3712928389405,4710.753894359307,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4afb74,GROUND_POINT,2352.583818388748,-5546.545150404478,-2093.2770799293826,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4b287e,GROUND_POINT,5545.629488316486,3150.6142458030345,-15.688015658211748,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4b53a8,GROUND_POINT,-2284.69616712873,2998.3482742525125,5144.967804716757,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4b7f22,GROUND_POINT,-1105.7326004745605,2672.4975525235704,5684.693035633584,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4baa6a,GROUND_POINT,92.82224045354891,2374.5885848196267,5918.896497312586,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4bf132,GROUND_POINT,1114.3333362144322,-3833.713792656991,4974.0850850352845,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4c5a64,GROUND_POINT,-1931.5639588302697,3677.1072191276407,4840.306378047264,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4c8aa2,GROUND_POINT,3647.464396164025,2402.5866892212007,4648.032200928756,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4cb7de,GROUND_POINT,5169.648801484586,3319.4057481817586,-1713.7384309236286,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4ce4ac,GROUND_POINT,834.2523869621194,3580.8571874230406,5211.7278727410985,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4d11a2,GROUND_POINT,-62.8042705525253,5483.066332127065,3257.7080720151566,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4d3e34,GROUND_POINT,3853.836200233957,381.12619620010014,5067.870561262791,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4d6af8,GROUND_POINT,-484.4989370054224,-3071.0458366365833,5569.071817699553,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4d97ee,GROUND_POINT,3215.4664001449673,863.9282545673157,5440.131107048499,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4dc462,GROUND_POINT,3493.785174397175,2290.393755297954,4819.5626629635535,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4df0a4,GROUND_POINT,1467.201719626017,-3768.642845538931,4932.065782009846,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4e1ebc,GROUND_POINT,1290.035221288302,-4167.828046186689,-4652.487632077382,1,"['visible', 'sar', 'thermal']",0,86400,86400
8d4e4e14,GROUND_POINT,5424.154412613257,3108.265727881942,-1264.063184488962,1,"['visible', 'sar', 'thermal']",0,86400,86400
